Title,Video url,Thumbnail url,Channel name,Duration,Uploaded Time
Dekha Ek Khwab ( Lofi song ) Kishore Kumar Hit Song 80's Slowed & Reverb,https://www.youtube.com/watch?v=v1TsGmo-9FY,https://i.ytimg.com/vi/v1TsGmo-9FY/maxresdefault.jpg,All Mix Zone,"3 Minutes, 24 Seconds",2022-11-27T07:52:23
SHRI KRISHNA GOVIND HARE MURARI || Cover Song by SIMPAL KHAREL | Krishna Bhajan 2022 | BHAKTI SONG,https://www.youtube.com/watch?v=f18cpg-mTrY,https://i.ytimg.com/vi/f18cpg-mTrY/maxresdefault.jpg,Simpal Kharel,"4 Minutes, 12 Seconds",2022-11-24T12:41:39
RADWIMPS - すずめ (Suzume) ft. 十明 - Suzume no Tojimari | Shania Yan Cover,https://www.youtube.com/watch?v=jA33bI-KkwE,https://i.ytimg.com/vi/jA33bI-KkwE/maxresdefault.jpg,Shania Yan,"3 Minutes, 32 Seconds",2022-11-12T12:00:08
"Boostereo, Veronica Bravo - Fly Me To The Moon (Magic Cover Release)",https://www.youtube.com/watch?v=8Ys3718dnsM,https://i.ytimg.com/vi/8Ys3718dnsM/maxresdefault.jpg,Magic Club,"2 Minutes, 43 Seconds",2022-11-04T09:15:08
Akon - Lonely (Lyrics),https://www.youtube.com/watch?v=w4RXGsLyfXU,https://i.ytimg.com/vi/w4RXGsLyfXU/maxresdefault.jpg,7clouds,"3 Minutes, 56 Seconds",2022-10-26T12:55:06
Stranger Things S4 - Running Up That Hill (Epic Orchestral Medley),https://www.youtube.com/watch?v=qtydugIWkHs,https://i.ytimg.com/vi/qtydugIWkHs/maxresdefault.jpg,damiennkst,"5 Minutes, 35 Seconds",2022-10-19T09:09:41
Maan Meri Jaan | Official Music Video | Champagne Talk | King,https://www.youtube.com/watch?v=VuG7ge_8I2Y,https://i.ytimg.com/vi/VuG7ge_8I2Y/maxresdefault.jpg,King,"4 Minutes, 19 Seconds",2022-10-13T12:30:26
RADWIMPS - すずめ feat.十明 [Official Lyric Video],https://www.youtube.com/watch?v=Xs0Lxif1u9E,https://i.ytimg.com/vi/Xs0Lxif1u9E/maxresdefault.jpg,RADWIMPS,"3 Minutes, 57 Seconds",2022-10-05T04:11:47
English Hindi Mix Lofi Songs 2022 Top Hit Lofi Songs Mashup 2022,https://www.youtube.com/watch?v=oGg3kzoR6lw,https://i.ytimg.com/vi/oGg3kzoR6lw/maxresdefault.jpg,DarkJod 2.0,"49 Minutes, 4 Seconds",2022-09-30T17:15:10
Suzume no Tojimari『Suzume』Theme Song,https://www.youtube.com/watch?v=qal34e9v_pk,https://i.ytimg.com/vi/qal34e9v_pk/maxresdefault.jpg,AniMelody – Anime Music,"4 Minutes, 31 Seconds",2022-09-29T17:03:45
"Coolio ""Gangsta's Paradise"" 09/05/95 - ""Late Night With Conan O'Brien""",https://www.youtube.com/watch?v=LdMoYYeW9g8,https://i.ytimg.com/vi/LdMoYYeW9g8/maxresdefault.jpg,Conan O'Brien,"4 Minutes, 39 Seconds",2022-09-29T16:13:29
Dua Lipa - Levitating (Lyrics video),https://www.youtube.com/watch?v=d28NLh9IT14,https://i.ytimg.com/vi/d28NLh9IT14/maxresdefault.jpg,top music,"3 Minutes, 24 Seconds",2022-09-14T11:33:28
somewhere only we know (Gustixa & Rhianne),https://www.youtube.com/watch?v=92izkAK5OA0,https://i.ytimg.com/vi/92izkAK5OA0/maxresdefault.jpg,Gustixa,"3 Minutes, 5 Seconds",2022-09-04T10:09:53
somewhere only we know - rhianne (cover),https://www.youtube.com/watch?v=3oxjuUFj13w,https://i.ytimg.com/vi/3oxjuUFj13w/maxresdefault.jpg,rhianne,"3 Minutes, 3 Seconds",2022-08-30T18:59:56
somewhere only we know - rhianne (cover),https://www.youtube.com/watch?v=3oxjuUFj13w,https://i.ytimg.com/vi/3oxjuUFj13w/maxresdefault.jpg,rhianne,"3 Minutes, 3 Seconds",2022-08-30T18:59:56
SNAP (High and Fast),https://www.youtube.com/watch?v=vdMZDlBpqWw,https://i.ytimg.com/vi/vdMZDlBpqWw/maxresdefault.jpg,Rosa Linn - Topic,"2 Minutes, 16 Seconds",2022-07-29T18:47:33
